FACILITY_ID_NUMBER,FACILITY_NAME,LATITUDE,LONGITUDE,ZONE,REGION,COUNCIL,COMMON FACILITY HEALTH NAME,ALTITUDE,FACILITY TYPE,OWNERSHIP,OPERATING_STATUS
107335-2,SDA,,,Southern Highlands,Mbeya,Mbeya City Council,,,Dispensary,Faith based organization,Operating
107336-0,SDA (MTONI),-2.10264,33.08061,Lake,Mwanza,Ukerewe District Council,Nakatunguru,1145,Dispensary,Faith based organization,Operating
107337-8,SDA KASULU,-4.57398,30.09829,Western,Kigoma,Kasulu Town Council,Zahanati ya Sabato,1310,Dispensary,Faith based organization,Operating
107338-6,KISONGO SDA,,,Northern,Arusha,Arusha District Council,Engorora SDA,1414,Dispensary,Faith based organization,Operating
107339-4,SDA PASIANSI,-2.47862,32.9108,Lake,Mwanza,Ilemela Municipal Council,SDA Pasiansi,,Health Centre,Faith based organization,Operating
107340-2,SDA TARIME,-1.3435,34.3807,Lake,Mara,Tarime Town Council,,,Dispensary,Faith based organization,Operating
107341-0,SECHEDA,-4.27833,35.26288,Northern,Manyara,Babati District Council,Secheda,1764,Dispensary,Public,Operating
107342-8,SEEKE,-3.85432,32.49664,Western,Shinyanga,Kahama Town Council,Bulima,1196,Dispensary,Public,Operating
107343-6,SEELA,-3.32961,36.78751,Northern,Arusha,Meru District Council,,1596,Dispensary,Public,Operating
107344-4,SEFUNGA MANGIDA,-4.6585,35.08655,Central,Singida,Singida District Council,Sefunga mangida,,Dispensary,Public,Operating
107345-1,SEGALA,-5.57757,36.129083,Central,Dodoma,Chamwino District Council,Segala,1229,Dispensary,Public,Operating
107346-9,SEGERA,-4.32429,38.54256,Northern,Tanga,Handeni District Council,Segera,307,Dispensary,Public,Operating
107347-7,SEGEREA,-6.83626,39.2127,Eastern,Dar es Salaam,Ilala Municipal Council,Segerea,,Dispensary,Public,Operating
107349-3,SEGESE,-3.53232,32.41965,Western,Shinyanga,Msalala District Council,segese,1192,Dispensary,Public,Operating
107350-1,SEJELI,-6.06903,36.3429,Central,Dodoma,Kongwa District Council,,,Dispensary,Public,Operating
107351-9,SEKA,-1.81976,33.5889,Lake,Mara,Musoma District Council,Seka,1265,Dispensary,Public,Operating
107352-7,SEKEBUGORO,-3.31307,33.51693,Western,Shinyanga,Kishapu District Council,SEKEBUGORO,1225,Dispensary,Public,Operating
107354-3,SEKOU-TOURE,-2.5119,32.90465,Lake,Mwanza,Nyamagana Municipal Council,Sekou-toure,1150,Hospital,Public,Operating
107355-0,SELELA,-3.218245,36.084824,Northern,Arusha,Monduli District Council,Selela,1048,Dispensary,Public,Operating
107356-8,SELELI,,,Western,Tabora,Kaliua District Council,Seleli,,Dispensary,Public,Operating
107358-4,SELIAN TOWN CLINIC,-3.36715,36.6859,Northern,Arusha,Arusha City Council,,,Hospital,Faith based organization,Operating
107359-2,SELUKA,,,Central,Dodoma,Mpwapwa District Council,,,Dispensary,Public,Operating
107360-0,SEMEMBELA,-4.32718,32.6662,Western,Tabora,Nzega District Council,Semembela,1217,Dispensary,Public,Operating
107361-8,SEMU,-3.46593,34.23193,Western,Simiyu,Meatu District Council,,1189,Dispensary,Public,Operating
107363-4,SENANI,-3.77378,34.05986,Western,Simiyu,Maswa District Council,,1363,Dispensary,Public,Operating
107365-9,SENENE MFURU,-4.5692,34.67945,Central,Singida,Singida District Council,Senene mfuru,,Dispensary,Public,Operating
107366-7,SENGA,-2.61717,31.9738,Lake,Geita,Geita District Council,Senga,1185,Dispensary,Public,Operating
107367-5,SENGA,-8.892749,33.444389,Southern Highlands,Rukwa,Sumbawanga Municipal Council,Senga,1870,Dispensary,Public,Operating
107368-3,SENGENYA,-10.901323,38.352458,Southern,Mtwara,Nanyumbu District Council,sengenya,420,Dispensary,Public,Operating
107369-1,SENGEREMA,-2.65401,32.63811,Lake,Mwanza,Sengerema District Council,Project,1192,Health Centre,Public,Operating
107370-9,SENGEREMA,-2.63936,32.6553,Lake,Mwanza,Sengerema District Council,Mission,1260,Hospital,Faith based organization,Operating
107371-7,SENGEREMA SECONDARY,-2.66076,32.04751,Lake,Mwanza,Sengerema District Council,Zahanati,1224,Dispensary,Public,Operating
107372-5,SENG'WA,-3.42211,33.70399,Western,Simiyu,Maswa District Council,,1192,Dispensary,Public,Operating
107373-3,SENJELE,-8.940434,33.161572,Southern Highlands,Mbeya,Mbozi District Council,Senjele Dispensary,,Dispensary,Public,Operating
107375-8,SEPUKILA,-11.02383,34.98146,Southern,Ruvuma,Mbinga District Council,Sepukila Dispensary,1414,Dispensary,Public,Operating
107378-2,SERO,,,Northern,Arusha,Ngorongoro District Council,,,Dispensary,Public,Operating
107379-0,SERONERA NATIONAL PARK,,,Lake,Mara,Serengeti District Council,Seronera Tanapa,,Dispensary,Parastatal,Operating
107380-8,SESEKO,-3.81508,33.53394,Western,Shinyanga,Kishapu District Council,Seseko,1074,Dispensary,Public,Operating
107384-0,SETH BENJAMIN,-2.66418,32.72407,Lake,Mwanza,Misungwi District Council,Seth Benjamini,1149,Dispensary,Public,Operating
107385-7,SHA MAJALLA,-4.898581,35.778018,Central,Dodoma,Kondoa District Council,,,Dispensary,Private,Operating
107386-5,SHABAKA,-2.99217,32.4527,Lake,Geita,Nyang'hwale District Council,Shabaka,1262,Dispensary,Public,Operating
107388-1,SHADI,-2.64069,32.8817,Lake,Mwanza,Nyamagana Municipal Council,,,Dispensary,Public,Operating
107389-9,SHAGIHILU,-3.71407,33.93127,Western,Shinyanga,Kishapu District Council,SHAGIHILU,1105,Dispensary,Public,Operating
107394-9,SHAMBARAI LUTHERAN,-3.83709,36.7228,Northern,Manyara,Simanjiro District Council,Shambarai,935,Dispensary,Faith based organization,Operating
107395-6,SHANGA,-2.53605,30.54378,Lake,Kagera,Ngara District Council,Shanga,1743,Dispensary,Public,Operating
107396-4,SHANGANI,-10.256483,40.181359,Southern,Mtwara,Mtwara Municipal Council,St. Scholastica,17,Dispensary,Faith based organization,Operating
107397-2,SHANGO,,,Southern Highlands,Mbeya,Mbeya District Council,,,Dispensary,Public,Operating
107398-0,SHANT TOWN,-3.337541,37.321555,Northern,Kilimanjaro,Moshi Municipal Council,Dr Makupa,971,Dispensary,Private,Operating
107400-4,SHAURIMOYO,-3.91395,35.69272,Northern,Manyara,Babati District Council,Shaurimoyo disensary,1024,Dispensary,Public,Operating
107401-2,SHAURIMOYO,-10.6939,39.0217,Southern,Mtwara,Masasi District Council,Shaurimoyo Dispensary,500,Dispensary,Public,Operating
107402-0,SHAURIMOYO,,,Southern Highlands,Njombe,Ludewa District Council,Shaurimoyo,1392,Dispensary,Public,Operating
107403-8,SHELUI,-4.337,34.1999,Central,Singida,Iramba District Council,,,Dispensary,Public,Operating
107404-6,SHENGENA,-4.26267,37.8965,Northern,Kilimanjaro,Same District Council,,,Health Centre,Public,Operating
107407-9,SHEYO,-9.34046,33.363436,Southern Highlands,Mbeya,Ileje District Council,Sheyo,2140,Dispensary,Public,Operating
107408-7,SHIA,-3.32391,37.41383,Northern,Kilimanjaro,Moshi District Council,Shia Dispensary,1156,Dispensary,Public,Operating
107410-3,SHIFAA,-4.79153,38.29316,Northern,Tanga,Lushoto District Council,Shifaa,1374,Dispensary,Faith based organization,Operating
107412-9,SHIGALA,-2.39462,33.6805,Western,Simiyu,Busega District Council,Shigala,,Dispensary,Public,Operating
107413-7,SHIGAMBA,,,Western,Tabora,Nzega District Council,,,Dispensary,Public,Operating
107414-5,SHIGHATINI,,,Northern,Kilimanjaro,Mwanga District Council,Shighatini,1369,Health Centre,Faith based organization,Operating
107415-2,SHILA,-4.24951,33.1034,Western,Tabora,Nzega District Council,Shila,1245,Dispensary,Public,Operating
107416-0,SHILABELA,-3.55603,33.29855,Western,Shinyanga,Shinyanga District Council,Shilabela dispensary,,Dispensary,Public,Operating
107417-8,SHILELA,-3.454559,32.41532,Western,Shinyanga,Msalala District Council,shilela,1214,Dispensary,Public,Operating
107418-6,SHILEMBO,-3.2481,33.28787,Lake,Mwanza,Kwimba District Council,SHILEMBO,1165,Dispensary,Public,Operating
107419-4,SHIMBI,-3.22188,37.60364,Northern,Kilimanjaro,Rombo District Council,Shimbi Dispensary,1503,Dispensary,Public,Operating
107422-8,SHINJI,,,Southern Highlands,Mbeya,Ileje District Council,,,Dispensary,Public,Operating
107423-6,SHINYANGA,-3.66736,33.42717,Western,Shinyanga,Shinyanga Municipal Council,Government Hospital,1124,Hospital,Public,Operating
107424-4,SHINYANGA LUTHERAN,-3.67001,33.42764,Western,Shinyanga,Shinyanga Municipal Council,K.K.K.T dispensary,1131,Dispensary,Faith based organization,Operating
107425-1,SHINYANGA SEC SCHOOL,-3.54947,33.5918,Western,Shinyanga,Kishapu District Council,Shinyanga sekondari,,Dispensary,Public,Operating
107426-9,SHINYANGAMWENGE,-3.54014,34.0256,Western,Simiyu,Maswa District Council,,1162,Dispensary,Public,Operating
107427-7,SHINZINGO,-9.078769,33.247451,Southern Highlands,Mbeya,Mbeya District Council,Shinzingo,1738,Dispensary,Public,Operating
107428-5,SHIRATI KMT,-1.15371,34.0307,Lake,Mara,Rorya District Council,Shirati,,Hospital,Faith based organization,Operating
107429-3,SHIRI MATUNDA,-3.363418,37.313065,Northern,Kilimanjaro,Moshi Municipal Council,Shirimatunda,864,Dispensary,Public,Operating
107430-1,SHIRIMGUNGANI,-3.380744,37.294029,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Public,Operating
107431-9,SHISHANI,-2.75755,33.70395,Lake,Mwanza,Magu District Council,Shishani,1244,Dispensary,Public,Operating
107433-5,SHISHIYU,-2.95221,33.6024,Western,Simiyu,Maswa District Council,Shishiyu,1298,Dispensary,Public,Operating
107434-3,SHISHTONI,-3.21714,36.9618,Northern,Arusha,Meru District Council,,1356,Dispensary,Public,Operating
107437-6,SHITAGE,-4.28046,32.5151,Western,Tabora,Uyui District Council,Shitage,1194,Dispensary,Public,Operating
107439-2,SHIZUVI,-9.265471,33.396994,Southern Highlands,Mbeya,Mbeya District Council,,,Dispensary,Public,Operating
107441-8,SHONGO,-9.009244,33.429306,Southern Highlands,Mbeya,Mbeya District Council,Shongo,1701,Dispensary,Public,Operating
107442-6,SHREE HINDU MANDAL,-3.377127,36.689223,Northern,Arusha,Arusha City Council,,1378,Health Centre,Private,Operating
107443-4,SHUFAA STR. 18,-5.08323,39.09799,Northern,Tanga,Tanga City Council,Shufaa,24,Health Centre,Faith based organization,Operating
107444-2,SHUKA,-10.01083,39.82696,Southern,Lindi,Lindi District Council,Shuka,20,Dispensary,Public,Operating
107446-7,SHUME,-4.53333,38.2167,Northern,Tanga,Lushoto District Council,,,Dispensary,Public,Operating
107447-5,SHUNGA,-4.669977,29.997091,Western,Kigoma,Kasulu District Council,Mission,1517,Health Centre,Faith based organization,Operating
107448-3,SHUNGUBWENI,,,Eastern,Pwani,Mkuranga District Council,,,Dispensary,Public,Operating
107449-1,SHUNGULIBA,-4.723872,30.254277,Western,Kigoma,Kasulu District Council,Shunguliba,1129,Dispensary,Public,Operating
107450-9,SHUSHI,-2.53173,33.26447,Lake,Mwanza,Kwimba District Council,SHUSHI,1235,Dispensary,Public,Operating
107451-7,SHUWA,-9.063202,33.371844,Southern Highlands,Mbeya,Mbeya District Council,,,Dispensary,Public,Operating
107455-8,SIBWESA,-6.49603,30.74912,Southern Highlands,Katavi,Mpanda District Council,Sibwesa,1082,Dispensary,Public,Operating
107458-2,SIFIKA,-9.106424,32.934337,Southern Highlands,Mbeya,Mbozi District Council,Sifika health Center,,Health Centre,Private,Operating
107459-0,SIGARA YOMBO VITUKA,,,Eastern,Dar es Salaam,Temeke Municipal Council,Sigara,54,Dispensary,Public,Operating
107460-8,SIGILI,-3.92933,32.9918,Western,Tabora,Nzega District Council,Sigili Dispensary,1172,Dispensary,Public,Operating
107461-6,SIGUNGA,-5.57431,29.84471,Western,Kigoma,Uvinza District Council,Sigunga,787,Dispensary,Public,Operating
107463-2,SIHA,,,Northern,Kilimanjaro,Siha District Council,Kibong'oto HC,1315,Health Centre,Public,Operating
107464-0,SIIMA,-3.355118,37.335383,Northern,Kilimanjaro,Moshi Municipal Council,SIIMA,857,Health Centre,Private,Operating
107465-7,SIKH TEMPLE,-3.37512,36.68469,Northern,Arusha,Arusha City Council,sikh temple,1396,Dispensary,Private,Operating
107466-5,SIKONGE,-5.61992,32.753,Western,Tabora,Sikonge District Council,Sikonge,1151,Dispensary,Public,Operating
107467-3,SIKONGE DDH,-5.62822,32.7577,Western,Tabora,Sikonge District Council,Sikonge CDH,1141,Hospital,Faith based organization,Operating
107468-1,SIKONGE RC,,,Western,Tabora,Sikonge District Council,Roman Catholic,1162,Dispensary,Faith based organization,Operating
107469-9,SILOAM,,,Southern Highlands,Njombe,Njombe District Council,Sloam,,Dispensary,Faith based organization,Operating
107470-7,SIMA,-2.71433,32.5527,Lake,Mwanza,Sengerema District Council,,,Dispensary,Public,Operating
107471-5,SIMAMBWE,-8.982942,33.620213,Southern Highlands,Mbeya,Mbeya District Council,,,Dispensary,Public,Operating
107473-1,SIMANJIRO,-3.97526,36.43892,Northern,Manyara,Simanjiro District Council,Emboreet,1513,Health Centre,Faith based organization,Operating
107474-9,SIMBANGURU,-6.64238,35.0117,Central,Singida,Manyoni District Council,Si,,Dispensary,Public,Operating
107475-6,SIMBAY,-4.55617,35.56239,Northern,Manyara,Hanang District Council,Simbay,1511,Health Centre,Public,Operating
107476-4,SIMBO,-4.88333,29.7333,Western,Kigoma,Uvinza District Council,,,Dispensary,Public,Operating
107477-2,SIMBO,-4.65565,33.4314,Western,Tabora,Igunga District Council,Simbo HC,1231,Health Centre,Public,Operating
107478-0,SIMIKE,-8.71001,33.8084,Southern Highlands,Mbeya,Mbarali District Council,,,Dispensary,Public,Operating
107479-8,SIMIKE,,,Southern Highlands,Mbeya,Rungwe District Council,,,Dispensary,Public,Operating
107482-2,SINDANO,,,Southern,Mtwara,Masasi District Council,Sindano Dispensary,139,Dispensary,Public,Operating
107483-0,SINDENI,-5.348988,38.230577,Northern,Tanga,Handeni District Council,Sindeni,492,Dispensary,Public,Operating
107484-8,SINGA,-4.38922,34.86124,Central,Singida,Mkalama District Council,,,Dispensary,Public,Operating
107485-5,SINGIDA,-4.81534,34.74786,Central,Singida,Singida Municipal Council,Singida Region Referral,1509,Hospital,Public,Operating
107492-1,SINTALI,-7.56667,31.3772,Southern Highlands,Rukwa,Nkasi District Council,Sintali,,Dispensary,Public,Operating
107493-9,SINYA,-2.78272,36.95407,Northern,Arusha,Longido District Council,sinya,1161,Dispensary,Public,Operating
107494-7,SINYANGA,-9.522585,33.802529,Southern Highlands,Mbeya,Kyela District Council,,515,Dispensary,Public,Operating
107495-4,SINZA,-6.7832,39.22229,Eastern,Dar es Salaam,Kinondoni Municipal Council,Sinza,46,Hospital,Public,Operating
107497-0,SIRARI,-1.25216,34.47512,Lake,Mara,Tarime District Council,SIRARI,1648,Health Centre,Public,Operating
107499-6,SIROP,-4.58934,35.6322,Northern,Manyara,Hanang District Council,Sirop,,Dispensary,Public,Operating
107500-1,SIRORI SIMBA KMT,-1.73641,34.2289,Lake,Mara,Butiama District Council,,1322,Dispensary,Faith based organization,Operating
107503-5,SITALIKE,-6.37063,31.08323,Southern Highlands,Katavi,Nsimbo District Council,Sitalike,1026,Dispensary,Public,Operating
107505-0,SIUYU RC,-4.89756,34.87801,Central,Singida,Ikungi District Council,St. Joseph Siuyu,1688,Dispensary,Faith based organization,Operating
107506-8,SIZU,,,Lake,Mwanza,Ukerewe District Council,Sizu,1142,Dispensary,Public,Operating
107507-6,SLAHAMO,-3.249617,35.82774,Northern,Arusha,Karatu District Council,,1735,Dispensary,Faith based organization,Operating
107510-0,SOFI MAJIJI,-8.9295,36.266,Eastern,Morogoro,Ulanga District Council,Sofi Majiji,,Dispensary,Public,Operating
107512-6,SOFU,-7.27418,38.65374,Eastern,Pwani,Kisarawe District Council,Sofu,248,Dispensary,Public,Operating
107513-4,SOGOSO,-2.7495,32.58385,Lake,Mwanza,Sengerema District Council,Zahanati,1228,Dispensary,Public,Operating
107515-9,SOITSAMBU,-1.90634,35.42008,Northern,Arusha,Ngorongoro District Council,,2013,Dispensary,Public,Operating
107516-7,SOKOINE,-4.8308,34.75432,Central,Singida,Singida Municipal Council,Sokoine,1522,Health Centre,Public,Operating
107517-5,SOKOINE,-9.981065,39.70631,Southern,Lindi,Lindi Municipal Council,Hospitali ya mkoa,21,Hospital,Public,Operating
107518-3,SOKOINE BARRACKS,,,Northern,Arusha,Monduli District Council,School of Artillery (SOFA),,Dispensary,Public,Operating
107519-1,SOKOLABORO,-1.26046,34.0897,Lake,Mara,Rorya District Council,Sokolaboro,,Dispensary,Public,Operating
107521-7,SOLOLA,-8.26651,32.0158,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
107523-3,SOLWA,-3.40342,32.89727,Western,Shinyanga,Shinyanga District Council,solwa dispensary,1179,Dispensary,Public,Operating
107524-1,SOLWE,-2.52809,33.2349,Lake,Mwanza,Kwimba District Council,,1211,Dispensary,Public,Operating
107525-8,SOMAGEDI,-3.80863,34.09951,Western,Shinyanga,Kishapu District Council,SOMAGEDI DISP,1102,Dispensary,Public,Operating
107526-6,SOMANGA,,,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
107527-4,SOMBETINI,-3.38604,36.66179,Northern,Arusha,Arusha City Council,,,Dispensary,Public,Operating
107528-2,SOMEDICS HEALTH CARE,-6.803029,39.275777,Eastern,Dar es Salaam,Ilala Municipal Council,Somedics,,Clinic,Private,Operating
107529-0,SOMO,-10.292295,40.177147,Southern,Mtwara,Mtwara Municipal Council,Somo Dispensary,,Dispensary,Private,Operating
107530-8,SOGA,-6.49847,38.5195,Eastern,Pwani,Kibaha District Council,,159,Dispensary,Public,Operating
107531-6,SONGA,-5.2805,38.64079,Northern,Tanga,Muheza District Council,Songa,324,Dispensary,Public,Operating
107534-0,SONGAMBELE,-1.5504,30.87546,Lake,Kagera,Kyerwa District Council,Songambele Dispensary,1338,Dispensary,Public,Operating
107535-7,SONGAMBELE,-4.93337,32.09261,Western,Tabora,Urambo District Council,Songambele,1152,Dispensary,Public,Operating
107536-5,SONGAMBELE,-5.898877,36.447137,Central,Dodoma,Kongwa District Council,Songambele,1207,Dispensary,Public,Operating
107537-3,SONGAMBELE,-5.6784,36.47719,Northern,Manyara,Kiteto District Council,Songambele,1479,Dispensary,Public,Operating
107538-1,SONGAMBELE,-4.47753,29.97362,Western,Kigoma,Buhigwe District Council,Zahanati,1462,Dispensary,Public,Operating
107540-7,SONGAMBELE AZIMIO,-8.05479,31.8283,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
107541-5,SONGAMBELE RC,-2.64311,34.16288,Western,Simiyu,Bariadi District Council,,1334,Health Centre,Faith based organization,Operating
107542-3,SONGE,-5.57865,37.2888,Northern,Tanga,Kilindi District Council,Songe,1206,Health Centre,Public,Operating
107543-1,SONGEA,-10.68087,35.65112,Southern,Ruvuma,Songea Municipal Council,HOMSO,1141,Hospital,Public,Operating
107544-9,SONGEA Private,-10.68004,35.65293,Southern,Ruvuma,Songea Municipal Council,NPF,1146,Dispensary,Private,Operating
107545-6,SONGOA,-3.71682,37.62152,Northern,Kilimanjaro,Mwanga District Council,Songoa,1734,Dispensary,Public,Operating
107546-4,SONGOSONGO,-8.52401,39.5081,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
107547-2,SONGWA,-3.49818,33.52303,Western,Shinyanga,Kishapu District Council,SONGWA,1160,Health Centre,Public,Operating
107548-0,SONGWE,-8.958758,33.213224,Southern Highlands,Mbeya,Mbozi District Council,Senjele Dispensary,,Dispensary,Public,Operating
107549-8,SONGWE MAGEREZA,-8.94392,33.2364,Southern Highlands,Mbeya,Mbeya District Council,,,Dispensary,Public,Operating
107550-6,SONI,-4.84525,38.36966,Northern,Tanga,Bumbuli District Council,Soni,1192,Health Centre,Public,Operating
107551-4,SONJO,,,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Public,Operating
107552-2,SONU COGI,-3.22007,37.200386,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Faith based organization,Operating
107553-0,SOPA,-8.44576,31.51099,Southern Highlands,Rukwa,Kalambo District Council,Sopa,1691,Health Centre,Public,Operating
107554-8,SOTA,-1.12298,33.9838,Lake,Mara,Rorya District Council,Sota,,Dispensary,Private,Operating
107555-5,SOTELE,-7.34694,39.2792,Eastern,Pwani,Mkuranga District Council,,,Dispensary,Public,Operating
107556-3,SOWETO,-8.58041,33.3517,Southern Highlands,Mbeya,Chunya District Council,,,Dispensary,Public,Operating
107558-9,SOYA,-5.220905,36.164339,Central,Dodoma,Chemba District Council,SOYA,1396,Dispensary,Public,Operating
107563-9,ST HARRY,,,Eastern,Morogoro,Morogoro Municipal Council,,,Dispensary,Private,Operating
107564-7,ST LUKES,-6.3635,36.49508,Central,Dodoma,Mpwapwa District Council,,1025,Health Centre,Faith based organization,Operating
107565-4,ST MAGDALENA,,,Eastern,Pwani,Mkuranga District Council,Maternity waiting home,,Clinic,Faith based organization,Operating
107568-8,ST. ALPHONSA,,,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Faith based organization,Operating
107569-6,ST. BENEDICT,-10.67339,35.67224,Southern,Ruvuma,Songea Municipal Council,St.Benedict,1196,Dispensary,Faith based organization,Operating
107570-4,ST. BENEDICT,-6.27128,31.21387,Southern Highlands,Katavi,Nsimbo District Council,St.Benedict,1058,Health Centre,Faith based organization,Operating
107571-2,ST. BENEDICT,-10.49812,39.02695,Southern,Mtwara,Masasi District Council,Ndanda,315,Hospital,Faith based organization,Operating
107572-0,ST. BENEDICT,-6.903487,39.190987,Eastern,Dar es Salaam,Ilala Municipal Council,Mission kwa masister,3,Dispensary,Private,Operating
107573-8,ST. BENNEDICT,-6.7727,39.26291,Eastern,Dar es Salaam,Kinondoni Municipal Council,Namanga,24,Dispensary,Private,Operating
107574-6,ST. BERNARD,,,Western,Shinyanga,Ushetu District Council,,,Dispensary,Faith based organization,Operating
107575-3,ST. BERNARDS,-6.81603,39.27727,Eastern,Dar es Salaam,Ilala Municipal Council,ST. Bernards,30,Hospital,Private,Operating
107576-1,ST. BRENDAN,-6.73615,39.22094,Eastern,Dar es Salaam,Kinondoni Municipal Council,St. Brenda,38,Dispensary,Private,Operating
107577-9,ST. CAMILIUS,-6.863286,39.235153,Eastern,Dar es Salaam,Ilala Municipal Council,St. Camilius,,Dispensary,Faith based organization,Operating
107578-7,ST. CAMILIUS,-10.68007,35.64685,Southern,Ruvuma,Songea Municipal Council,Camillus,1114,Health Centre,Faith based organization,Operating
107579-5,ST. CATHERINE,-9.00192,33.65567,Southern Highlands,Mbeya,Mbeya District Council,St. Catherine,2353,Dispensary,Faith based organization,Operating
107580-3,ST. ELIZABETH,-6.2609,38.5389,Eastern,Pwani,Bagamoyo District Council,Mantep,17,Health Centre,Faith based organization,Operating
107581-1,ST. ELIZABETH,-3.35724,36.677,Northern,Arusha,Arusha City Council,st.Elizabeth,,Hospital,Faith based organization,Operating
107585-2,ST. FRANCIS DDH,-8.15167,36.6833,Eastern,Morogoro,Kilombero District Council,St Francis DDH,,Hospital,Faith based organization,Operating
107586-0,ST. FRANCIS XAVIER,-7.11355,39.2073,Eastern,Pwani,Mkuranga District Council,,,Dispensary,Faith based organization,Operating
107588-6,ST. GASPAR,-5.6984,34.4991,Central,Singida,Manyoni District Council,,,Hospital,Faith based organization,Operating
107590-2,ST. GEMMA,-6.107776,35.757239,Central,Dodoma,Dodoma Municipal Council,St.Gemma Hospital,1110,Hospital,Faith based organization,Operating
107591-0,ST. GETRUDE,-6.7205,38.7401,Eastern,Pwani,Kibaha District Council,Fiona,75,Dispensary,Faith based organization,Operating
107592-8,ST. JAMES,-7.81667,36.9,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Faith based organization,Operating
107593-6,ST. JOHN MEDICAL CENTRE,,,Eastern,Dar es Salaam,Kinondoni Municipal Council,St. John Medical Centre,,Dispensary,Private,Operating
107594-4,ST. JOHN UNIVERSITY,-6.197705,35.730955,Central,Dodoma,Dodoma Municipal Council,Mazengo Secondary,1170,Dispensary,Faith based organization,Operating
107595-1,ST. JOHNS,-8.973642,33.951809,Southern Highlands,Njombe,Makete District Council,Matamba RC,2156,Health Centre,Faith based organization,Operating
107596-9,ST. JOSEPH,-2.636,31.3112,Lake,Geita,Chato District Council,St. Joseph,,Dispensary,Private,Operating
107597-7,ST. JOSEPH,-3.354888,37.317735,Northern,Kilimanjaro,Moshi Municipal Council,Kwa Ma-Sister,889,Hospital,Faith based organization,Operating
107598-5,ST. JOSEPH,-3.6674,33.41971,Western,Shinyanga,Shinyanga Municipal Council,St Joseph Dispensary,1131,Dispensary,Private,Operating
107600-9,ST. JOSEPH IKELU.,-8.98953,34.82256,Southern Highlands,Njombe,Makambako Town Council,St Joseph Ikelu.Hospital,1820,Hospital,Faith based organization,Operating
107602-5,ST. JOSEPH HASAMBA,-9.14659,33.0066,Southern Highlands,Mbeya,Mbozi District Council,Hasamba,,Dispensary,Faith based organization,Operating
107603-3,ST. JOSEPH,,,Northern,Tanga,Korogwe Town Council,Sisters Convert,315,Health Centre,Faith based organization,Operating
107605-8,ST. LONGINUS,-1.7259,30.96314,Lake,Kagera,Karagwe District Council,Longinus,1688,Dispensary,Private,Operating
107606-6,ST. LUKE,-7.32846,35.54939,Southern Highlands,Iringa,Iringa District Council,Usolanga,738,Dispensary,Faith based organization,Operating
107611-6,ST. MARY,-6.83071,37.65439,Eastern,Morogoro,Morogoro Municipal Council,,528,Dispensary,Private,Operating
107612-4,ST. MARY,-3.66312,33.42154,Western,Shinyanga,Shinyanga Municipal Council,St. Mary,1143,Dispensary,Faith based organization,Operating
107613-2,ST. MICHAEL,-3.37752,36.683,Northern,Arusha,Arusha City Council,,,Dispensary,Private,Operating
107614-0,ST. MICHAEL,-1.7675,31.13546,Lake,Kagera,Karagwe District Council,Katojo,1636,Dispensary,Faith based organization,Operating
107616-5,ST. MICHAEL,-4.818,38.30614,Northern,Tanga,Lushoto District Council,S.Michael,1309,Dispensary,Faith based organization,Operating
107617-3,ST. MONICA MODERN,-6.798686,39.231334,Eastern,Dar es Salaam,Kinondoni Municipal Council,St. Monica Modern,46,Hospital,Private,Operating
107618-1,ST. NORBERT,-10.6647,35.6478,Southern,Ruvuma,Songea Municipal Council,St.Norbeth,1110,Dispensary,Faith based organization,Operating
107619-9,ST. OTTO,-2.66854,31.36311,Lake,Kagera,Biharamulo District Council,St. Otto,4783,Dispensary,Faith based organization,Operating
107621-5,ST. PAUL,-3.46458,31.8881,Lake,Geita,Bukombe District Council,Dr. Msafiri,1257,Dispensary,Private,Operating
107622-3,ST. PETER,-8.950442,33.240216,Southern Highlands,Mbeya,Mbeya District Council,St.Peter and Paul,1257,Dispensary,Faith based organization,Operating
107623-1,ST. PETER,,,Lake,Geita,Geita Town Council,,,Dispensary,Private,Operating
107625-6,ST. RAFAEL,-5.15553,38.472,Northern,Tanga,Korogwe Town Council,Mission Hospital,332,Health Centre,Faith based organization,Operating
107627-2,ST. RAPHAEL,-4.86303,38.37465,Northern,Tanga,Bumbuli District Council,St. Raphael,,Dispensary,Faith based organization,Operating
107629-8,ST. RAYMOND,,,Eastern,Dar es Salaam,Kinondoni Municipal Council,St. Raymond,,Dispensary,Private,Operating
107634-8,ST. THERESE,-1.32763,31.81277,Lake,Kagera,Bukoba Municipal Council,Bugimbi,1151,Health Centre,Faith based organization,Operating
107636-3,ST. THOMAS,-1.27159,30.68558,Lake,Kagera,Kyerwa District Council,St. Thomas Dispensary,1341,Dispensary,Private,Operating
